Borough,Total Units,Age,Has Elevator,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value
1,50,33.0,0,64600.0,3262300.0,660212.0,2602088.0,21133000.0
3,12,10.0,0,13252.0,336998.0,116353.0,220645.0,1764999.0
3,12,9.0,0,10403.0,220648.0,51495.0,169153.0,1236996.0
4,36,26.0,1,36340.0,657046.0,233016.0,424030.0,3021000.0
3,12,7.0,0,18158.0,431797.0,152527.0,279270.0,2139996.0
4,18,17.0,1,16915.0,446725.0,187587.0,259138.0,2077998.0
1,19,111.0,0,24630.0,764762.0,293097.0,471665.0,3718006.0
3,45,15.0,0,50018.0,1698111.0,679244.0,1018867.0,8300000.0
3,8,10.0,0,7160.0,182007.0,66230.0,115777.0,895000.0
3,72,59.0,0,62370.0,1236173.0,512681.0,723492.0,5531001.0
4,99,8.0,0,106500.0,2795625.0,1204515.0,1591110.0,12118005.0
1,59,99.0,0,76000.0,1482000.0,652080.0,829920.0,6304999.0
4,50,11.0,0,48753.0,942395.0,248640.0,693755.0,5142000.0
3,14,10.0,0,17666.0,412678.0,140268.0,272410.0,2144004.0
3,20,10.0,0,20689.0,488881.0,232544.0,256337.0,2063003.0
3,11,87.0,1,8620.0,265324.0,104819.0,160505.0,1291999.0
3,14,17.0,0,16637.0,412598.0,98325.0,314273.0,2530000.0
3,12,11.0,0,18965.0,460091.0,106204.0,353887.0,2800000.0
1,32,105.0,0,12888.0,514360.0,132489.0,381871.0,3047995.0
4,37,30.0,1,35316.0,749759.0,324907.0,424852.0,3326006.0
1,15,118.0,0,18567.0,500566.0,154849.0,345717.0,2700002.0
3,32,7.0,0,40038.0,1021369.0,547720.0,473649.0,3664000.0
1,16,41.0,0,19082.0,973182.0,288711.0,684471.0,5540000.0
1,115,56.0,0,95347.0,3204772.0,1158394.0,2046378.0,15603000.0
1,17,7.0,0,22724.0,1002583.0,300866.0,701717.0,5669000.0
4,41,7.0,0,34824.0,803041.0,177602.0,625439.0,4774014.0
2,60,89.0,0,61084.0,872280.0,519825.0,352455.0,2462000.0
3,8,8.0,0,13361.0,238627.0,34872.0,203755.0,1434000.0
3,11,11.0,0,25487.0,483234.0,239323.0,243911.0,1853000.0
1,65,102.0,0,87712.0,3983879.0,1150781.0,2833098.0,21570000.0
1,1,94.0,0,1996.0,74097.0,21511.0,52586.0,401000.0
3,48,16.0,0,65182.0,1615210.0,634221.0,980989.0,7895998.0
3,12,5.0,0,14624.0,561854.0,256359.0,305495.0,2480996.0
1,16,115.0,0,14130.0,500626.0,132963.0,367663.0,2922001.0
1,19,113.0,0,24630.0,937172.0,398021.0,539151.0,4313006.0
3,14,13.0,0,26950.0,680488.0,188920.0,491568.0,3932005.0
3,12,16.0,0,19680.0,420758.0,129298.0,291460.0,2199000.0
3,6,11.0,0,7054.0,105739.0,32448.0,73291.0,511998.0
1,95,60.0,0,50038.0,2026539.0,509887.0,1516652.0,12136001.0
4,14,5.0,0,12267.0,318574.0,53116.0,265458.0,2122999.0
1,43,28.0,0,43065.0,1946969.0,603771.0,1343198.0,10745002.0
4,23,21.0,0,16383.0,379430.0,148266.0,231164.0,1821000.0
1,14,121.0,0,9285.0,469078.0,200463.0,268615.0,2174000.0
3,23,10.0,0,45185.0,891952.0,453657.0,438295.0,3374001.0
3,29,7.0,0,39156.0,544788.0,198251.0,346537.0,2285999.0
3,12,14.0,0,9949.0,284641.0,107051.0,177590.0,1424000.0
1,34,9.0,0,27897.0,765215.0,371030.0,394185.0,3153009.0
1,15,114.0,0,18567.0,342363.0,76999.0,265364.0,1897001.0
1,47,122.0,0,87400.0,2275896.0,854772.0,1421124.0,10799001.0
3,24,6.0,0,33600.0,712656.0,166320.0,546336.0,3993000.0
1,8,102.0,0,26658.0,1192412.0,392139.0,800273.0,6402001.0
1,42,112.0,0,49892.0,2154835.0,441045.0,1713790.0,12939007.0
3,24,111.0,1,32087.0,643986.0,302901.0,341085.0,2636998.0
1,12,24.0,0,5700.0,239058.0,77919.0,161139.0,1288004.0
3,8,36.0,1,5085.0,148279.0,67580.0,80699.0,645996.0
3,32,12.0,1,32770.0,733393.0,192032.0,541361.0,4326012.0
3,20,22.0,1,25632.0,497004.0,248374.0,248630.0,1905998.0
3,13,10.0,0,10809.0,240825.0,104631.0,136194.0,1077001.0
4,53,7.0,0,29969.0,777568.0,284887.0,492681.0,3745000.0
3,15,90.0,0,23076.0,908733.0,317987.0,590746.0,4816000.0
4,49,8.0,1,39140.0,810567.0,320303.0,490264.0,3601000.0
1,30,9.0,0,33170.0,1892017.0,326061.0,1565956.0,12527001.0
3,20,7.0,0,32291.0,684892.0,159840.0,525052.0,3839000.0
3,14,15.0,0,25452.0,670660.0,170528.0,500132.0,4009992.0
1,1,96.0,0,3475.0,139139.0,51430.0,87709.0,702000.0
3,6,24.0,0,5544.0,69355.0,33985.0,35370.0,223001.0
1,26,115.0,0,24989.0,985566.0,268882.0,716684.0,5717002.0
3,22,86.0,1,17751.0,240095.0,82874.0,157221.0,1027999.0
3,12,16.0,0,18915.0,562910.0,129568.0,433342.0,3518999.0
3,14,16.0,0,25452.0,624592.0,173074.0,451518.0,3577000.0
1,19,107.0,0,52415.0,2134339.0,745865.0,1388474.0,11276001.0
3,19,4.0,0,30811.0,1137850.0,284386.0,853465.0,6957000.0
1,128,22.0,0,112798.0,5833913.0,2126242.0,3707670.0,29983000.0
4,14,12.0,0,14514.0,417713.0,164008.0,253705.0,2035000.0
3,11,5.0,0,24628.0,625305.0,271154.0,354151.0,2823001.0
2,132,2.0,0,125472.0,3233413.0,1326239.0,1907174.0,15242000.0
3,14,37.0,0,17564.0,332662.0,75525.0,257137.0,1965000.0
3,40,4.0,0,40691.0,1462841.0,404875.0,1057966.0,8625000.0
1,17,104.0,0,42745.0,1543949.0,531748.0,1012201.0,8114000.0
4,23,12.0,0,32192.0,1385544.0,546620.0,838924.0,6813002.0
4,7,7.0,1,5855.0,121023.0,33139.0,87884.0,660001.0
1,59,75.0,0,53435.0,1971217.0,564808.0,1406409.0,11253998.0
1,125,5.0,0,120394.0,1884166.0,923422.0,960744.0,6525000.0
4,69,13.0,0,32169.0,993379.0,230652.0,762727.0,6138996.0
1,28,111.0,0,19747.0,908362.0,289886.0,618476.0,5026000.0
4,41,9.0,0,45787.0,1019219.0,530213.0,489006.0,3914006.0
1,35,91.0,0,44350.0,1892858.0,835554.0,1057304.0,8459998.0
3,23,103.0,0,20095.0,711564.0,248977.0,462587.0,3736000.0
1,40,11.0,0,36131.0,1113557.0,419842.0,693715.0,5486999.0
3,12,11.0,1,22160.0,448075.0,237555.0,210520.0,1639000.0
3,45,4.0,0,65390.0,2486128.0,746100.0,1740028.0,14188000.0
1,12,11.0,0,10897.0,488295.0,129892.0,358403.0,2911000.0
1,34,27.0,0,30457.0,1091883.0,342641.0,749242.0,5706998.0
3,32,86.0,1,14213.0,319366.0,131186.0,188180.0,1390001.0
1,2,109.0,1,3278.0,154427.0,30092.0,124335.0,1010000.0
1,28,114.0,1,14940.0,546540.0,209409.0,337131.0,2571005.0
3,12,10.0,0,9198.0,270881.0,108260.0,162621.0,1301000.0
1,85,9.0,0,94012.0,2946336.0,1037892.0,1908444.0,15052039.0
4,9,31.0,1,8100.0,153819.0,78246.0,75573.0,583001.0
1,12,10.0,0,10897.0,463014.0,119431.0,343583.0,2765000.0
1,40,120.0,0,22777.0,910624.0,348716.0,561909.0,4542000.0
1,29,4.0,0,37842.0,1189374.0,309926.0,879448.0,6706000.0
1,12,10.0,1,15230.0,377228.0,143986.0,233242.0,1768001.0
1,31,12.0,0,47873.0,2088220.0,531390.0,1556830.0,12454001.0
3,11,10.0,0,25487.0,496487.0,269398.0,227089.0,1685999.0
4,20,16.0,0,20510.0,492035.0,207766.0,284269.0,2288001.0
3,12,4.0,0,18359.0,469807.0,142282.0,327525.0,2636001.0
4,11,11.0,0,8320.0,218483.0,58656.0,159827.0,1286002.0
1,5,112.0,1,8640.0,213840.0,101088.0,112752.0,845999.0
4,6,50.0,1,5083.0,98661.0,38021.0,60640.0,463000.0
1,132,28.0,0,92422.0,4490785.0,1174684.0,3316101.0,26932000.0
3,35,5.0,0,32333.0,778579.0,121895.0,656684.0,4956004.0
3,40,10.0,0,56542.0,1133562.0,415875.0,717687.0,5237001.0
1,74,15.0,0,93600.0,2287584.0,929448.0,1358136.0,10444000.0
1,22,18.0,0,25721.0,945761.0,220943.0,724818.0,5909000.0
3,28,14.0,0,45000.0,1097550.0,319050.0,778500.0,6228003.0
3,30,112.0,0,34727.0,1046422.0,366320.0,680102.0,4384475.0
4,8,6.0,0,12319.0,351954.0,160640.0,191314.0,1534000.0
1,26,104.0,0,13796.0,556902.0,188154.0,368748.0,2811997.0
1,13,5.0,0,22052.0,492642.0,170241.0,322401.0,2396002.0
4,20,36.0,1,16275.0,296856.0,112623.0,184233.0,1407001.0
3,14,11.0,0,22253.0,496242.0,97913.0,398329.0,3152004.0
3,15,8.0,0,26466.0,272667.0,109161.0,163506.0,1065001.0
3,12,8.0,0,16950.0,354933.0,78309.0,276624.0,2034002.0
3,12,12.0,0,9999.0,162284.0,46795.0,115489.0,793002.0
1,12,6.0,0,12499.0,254355.0,103742.0,150613.0,1101000.0
3,76,115.0,0,146587.0,5272734.0,1725329.0,3547405.0,28678000.0
3,17,7.0,0,18838.0,433086.0,179526.0,253560.0,1999998.0
1,10,119.0,0,11564.0,423474.0,185487.0,237987.0,1933001.0
4,20,27.0,0,16297.0,358371.0,166718.0,191653.0,1529999.0
3,22,8.0,0,42833.0,1619087.0,679760.0,939328.0,7658000.0
4,11,10.0,0,11268.0,323166.0,121018.0,202148.0,1617000.0
1,47,4.0,0,66363.0,2813128.0,606558.0,2206570.0,16660000.0
4,64,78.0,0,71316.0,1481946.0,481383.0,1000563.0,7706990.0
4,23,10.0,0,26228.0,764022.0,313425.0,450597.0,3603997.0
3,13,16.0,0,14998.0,370901.0,86538.0,284362.0,2255000.0
5,48,34.0,1,51425.0,987360.0,447398.0,539962.0,4090003.0
3,14,18.0,1,14976.0,456019.0,158296.0,297723.0,2418002.0
4,88,82.0,0,67704.0,1478655.0,675686.0,802969.0,6247000.0
1,11,38.0,0,16407.0,866782.0,205908.0,660874.0,5299000.0
3,22,16.0,0,39964.0,831651.0,421620.0,410031.0,3238009.0
1,2,107.0,1,3278.0,157180.0,48416.0,108764.0,870000.0
2,20,24.0,1,20621.0,397573.0,174454.0,223119.0,1723000.0
4,28,11.0,0,19625.0,463346.0,177410.0,285936.0,2264997.0
3,39,112.0,1,51550.0,1391850.0,625817.0,766033.0,6128996.0
1,26,30.0,0,27046.0,1111591.0,358900.0,752690.0,6085000.0
3,53,12.0,0,50922.0,1318371.0,478158.0,840213.0,6688000.0
3,18,10.0,0,20620.0,530965.0,171146.0,359819.0,2785999.0
3,15,12.0,0,14055.0,400708.0,129587.0,271121.0,2181995.0
3,3,4.0,0,61991.0,1668178.0,623629.0,1044549.0,7955000.0
2,40,24.0,1,47376.0,603570.0,310313.0,293257.0,1875999.0
3,36,18.0,1,58244.0,1716451.0,471194.0,1245257.0,10085000.0
3,33,4.0,0,31638.0,1181679.0,312583.0,869096.0,6994999.0
1,25,102.0,0,44329.0,826293.0,445950.0,380343.0,2704005.0
3,16,29.0,0,14462.0,210567.0,77516.0,133051.0,892002.0
1,43,25.0,0,43065.0,1630441.0,462087.0,1168354.0,8908996.0
1,134,117.0,0,148751.0,6063091.0,2143502.0,3919589.0,31354000.0
2,46,10.0,0,36688.0,728257.0,297907.0,430350.0,3284000.0
3,29,103.0,1,23868.0,610305.0,279017.0,331288.0,2519006.0
3,10,9.0,0,13007.0,278090.0,61653.0,216437.0,1598000.0
3,6,35.0,0,10288.0,348146.0,136419.0,211727.0,1710000.0
1,22,7.0,0,37488.0,1545630.0,395498.0,1150132.0,8770000.0
3,12,13.0,0,22844.0,484521.0,113078.0,371443.0,2605514.0
3,9,12.0,0,8726.0,194241.0,80977.0,113263.0,887000.0
3,13,4.0,0,19711.0,587979.0,135217.0,452762.0,3670000.0
3,25,13.0,0,24897.0,657032.0,239260.0,417772.0,3343001.0
1,30,84.0,0,21223.0,628413.0,213716.0,414697.0,3130999.0
1,54,60.0,0,23688.0,1121864.0,335185.0,786679.0,6332000.0
1,98,108.0,0,65393.0,2289409.0,746788.0,1542621.0,11749000.0
4,36,32.0,1,36340.0,778766.0,315431.0,463335.0,3610000.0
1,2,112.0,0,3518.0,104274.0,35461.0,68813.0,462000.0
3,2,33.0,1,4192.0,90715.0,44561.0,46154.0,363000.0
1,72,86.0,0,72986.0,1269999.0,653980.0,616019.0,4338000.0
1,57,33.0,0,60115.0,2830214.0,601150.0,2229064.0,18103004.0
3,20,30.0,1,20200.0,374912.0,98980.0,275932.0,2073003.0
3,10,4.0,0,11633.0,275702.0,104697.0,171005.0,1274999.0
3,59,8.0,1,84695.0,1987792.0,535272.0,1452520.0,10807001.0
4,22,12.0,0,38066.0,1212021.0,352491.0,859530.0,6918002.0
1,22,83.0,1,16478.0,551519.0,151268.0,400251.0,3047002.0
1,43,8.0,0,67387.0,3417869.0,811339.0,2606530.0,19873995.0
1,11,7.0,0,12184.0,304966.0,117941.0,187025.0,1417999.0
4,24,29.0,0,18024.0,392022.0,165100.0,226922.0,1807998.0
2,131,6.0,0,134053.0,2352630.0,1190391.0,1162239.0,8219000.0
3,11,101.0,0,8977.0,335111.0,117329.0,217782.0,1776000.0
1,125,55.0,0,91143.0,3938289.0,1369879.0,2568410.0,20552000.0
1,12,10.0,0,10203.0,395060.0,139169.0,255891.0,2055998.0
1,23,9.0,0,32150.0,634265.0,252596.0,381669.0,2770999.0
3,12,3.0,0,13206.0,378352.0,139984.0,238368.0,1928000.0
3,12,110.0,0,27608.0,745416.0,314179.0,431237.0,3443000.0
3,54,14.0,0,51554.0,1404331.0,540801.0,863530.0,6903000.0
1,17,104.0,0,22751.0,861341.0,237210.0,624131.0,4759000.0
1,34,93.0,1,19979.0,1065880.0,341042.0,724838.0,5813000.0
1,38,85.0,0,87334.0,4018237.0,1614806.0,2403431.0,19232005.0
4,25,14.0,0,22197.0,816628.0,217975.0,598653.0,4951000.0
2,31,4.0,0,24962.0,507228.0,240634.0,266594.0,2044000.0
1,4,119.0,0,9039.0,815137.0,166408.0,648729.0,5269001.0
3,99,11.0,0,73232.0,2135248.0,691491.0,1443757.0,11008005.0
4,24,7.0,0,19205.0,696565.0,251393.0,445172.0,3562000.0
1,13,112.0,0,21069.0,592882.0,204791.0,388091.0,2062500.0
3,36,16.0,0,61323.0,1714591.0,816209.0,898382.0,7182000.0
1,92,9.0,0,97592.0,1855224.0,827580.0,1027644.0,7403000.0
1,13,19.0,0,15742.0,676276.0,218342.0,457935.0,3700000.0
4,47,80.0,0,42000.0,874020.0,352800.0,521220.0,4018008.0
3,1,104.0,1,6966.0,191426.0,60953.0,130473.0,995000.0
3,24,9.0,0,29330.0,517381.0,213522.0,303859.0,2270998.0
1,28,20.0,1,41964.0,841721.0,373828.0,467893.0,3415007.0
2,78,84.0,0,95061.0,1277620.0,620748.0,656872.0,4252001.0
3,12,10.0,0,21442.0,446637.0,98419.0,348218.0,2558002.0
4,17,9.0,0,14420.0,476437.0,124156.0,352281.0,2861001.0
3,10,27.0,1,8888.0,195625.0,71726.0,123899.0,920000.0
3,17,13.0,0,20790.0,596465.0,172973.0,423492.0,3425000.0
4,12,18.0,1,8730.0,158987.0,48852.0,110135.0,786000.0
2,35,47.0,0,27316.0,405096.0,190393.0,214703.0,1435000.0
1,53,2.0,0,59197.0,2581581.0,720427.0,1861154.0,14980000.0
4,18,30.0,0,18120.0,415129.0,176308.0,238821.0,1899999.0
1,23,28.0,0,32962.0,1402533.0,257104.0,1145429.0,9166004.0
1,18,23.0,0,53656.0,2046440.0,572510.0,1473930.0,11239001.0
1,18,101.0,0,9701.0,477968.0,207116.0,270852.0,2196000.0
3,4,17.0,0,9696.0,207397.0,114801.0,92596.0,678000.0
3,13,10.0,0,17463.0,353276.0,107397.0,245879.0,1893999.0
1,10,12.0,0,66297.0,4577145.0,1373011.0,3204134.0,25630000.0
3,25,19.0,0,16602.0,247868.0,112894.0,134974.0,910001.0
1,15,104.0,0,28804.0,1046737.0,135091.0,911646.0,6950994.0
4,39,15.0,0,46787.0,1198215.0,361664.0,836551.0,6680004.0
1,56,22.0,0,39543.0,975526.0,415992.0,559534.0,4198000.0
3,14,12.0,0,18398.0,434193.0,92910.0,341283.0,2747000.0
3,16,95.0,1,35200.0,711744.0,348128.0,363616.0,2816002.0
3,45,9.0,0,50018.0,915329.0,269597.0,645732.0,4735999.0
3,16,92.0,0,22618.0,757251.0,287701.0,469550.0,3789000.0
1,13,94.0,1,18990.0,491023.0,150675.0,340348.0,2585999.0
3,12,5.0,1,9750.0,167798.0,68153.0,99645.0,695004.0
4,58,15.0,0,83284.0,1704823.0,656278.0,1048545.0,7860008.0
1,20,114.0,0,17225.0,688136.0,129958.0,558178.0,4256001.0
1,20,71.0,0,28124.0,1072087.0,239335.0,832752.0,6789000.0
1,34,6.0,0,72659.0,2789379.0,609609.0,2179770.0,16456999.0
1,8,103.0,0,12690.0,476002.0,179437.0,296565.0,2382999.0
3,10,5.0,0,14444.0,470297.0,37554.0,432742.0,3519000.0
1,54,112.0,0,30886.0,756398.0,276430.0,479968.0,3801000.0
4,25,9.0,0,30480.0,933298.0,362407.0,570891.0,4567992.0
1,57,107.0,0,62219.0,2599510.0,531972.0,2067538.0,15744991.0
1,24,91.0,0,17842.0,806994.0,225880.0,581114.0,4720000.0
4,58,82.0,0,38582.0,643037.0,240399.0,402638.0,2808011.0
4,11,52.0,0,12655.0,235003.0,104024.0,130979.0,984001.0
1,52,15.0,0,70212.0,2006659.0,652269.0,1354389.0,10953000.0
4,24,27.0,1,19769.0,307210.0,111299.0,195911.0,1381997.0
1,24,105.0,0,30260.0,1318428.0,310770.0,1007658.0,8110993.0
3,27,14.0,0,39038.0,919345.0,350952.0,568393.0,4484000.0
3,16,4.0,0,14440.0,443597.0,144978.0,298619.0,2404000.0
3,15,11.0,0,11425.0,286082.0,101340.0,184742.0,1426003.0
4,67,74.0,0,63693.0,982783.0,501901.0,480882.0,3386996.0
3,8,10.0,0,11750.0,243225.0,70618.0,172607.0,1296000.0
3,18,4.0,0,23207.0,414477.0,60570.0,353907.0,1621508.0
1,21,94.0,0,20038.0,680071.0,210956.0,469115.0,3576997.0
1,37,104.0,0,52493.0,1749483.0,537160.0,1212323.0,9243997.0
3,8,97.0,1,9500.0,266760.0,103455.0,163305.0,1306002.0
1,29,9.0,0,37842.0,1744895.0,441238.0,1303657.0,10588000.0
4,120,47.0,0,144310.0,2163207.0,991410.0,1171797.0,8112000.0
1,10,101.0,0,10461.0,461225.0,154091.0,307135.0,2498000.0
4,55,6.0,0,46545.0,1073793.0,251808.0,821985.0,6457003.0
3,22,3.0,0,21230.0,700378.0,195104.0,505274.0,4113000.0
3,3,14.0,1,4446.0,76960.0,36190.0,40770.0,286999.0
4,17,8.0,0,14420.0,467208.0,137711.0,329497.0,2651999.0
1,14,114.0,0,24987.0,327829.0,162166.0,165663.0,1071999.0
3,32,7.0,0,31920.0,587328.0,261744.0,325584.0,2462003.0
3,71,15.0,0,70167.0,3056475.0,978128.0,2078347.0,16916000.0
4,29,6.0,0,21768.0,621041.0,160212.0,460829.0,3696000.0
1,56,109.0,0,92500.0,4744325.0,1507750.0,3236575.0,26173000.0
3,15,18.0,0,19789.0,565768.0,195713.0,370054.0,2963000.0
4,82,13.0,0,74855.0,2626662.0,771007.0,1855655.0,15117000.0
4,12,26.0,1,9424.0,137590.0,52774.0,84816.0,568002.0
3,26,17.0,0,28383.0,640888.0,224510.0,416379.0,3255000.0
1,2,98.0,0,12688.0,483793.0,138807.0,344986.0,2627000.0
1,14,101.0,1,8345.0,356498.0,94966.0,261532.0,2092995.0
3,15,23.0,1,11050.0,250062.0,72488.0,177574.0,1422001.0
4,8,30.0,1,6901.0,135674.0,65352.0,70322.0,539000.0
1,30,108.0,0,34168.0,1475374.0,429833.0,1045541.0,8415000.0
3,21,2.0,0,21198.0,397251.0,154745.0,242506.0,1869000.0
3,22,9.0,0,49210.0,997487.0,537373.0,460114.0,3332999.0
1,92,55.0,0,63927.0,2025847.0,688494.0,1337353.0,10097017.0
3,20,8.0,0,33634.0,421434.0,165143.0,256291.0,1630001.0
3,32,6.0,0,40106.0,850648.0,198525.0,652123.0,4768000.0
1,61,99.0,0,90386.0,2801966.0,973457.0,1828509.0,14850012.0
3,16,106.0,1,7983.0,184806.0,75998.0,108808.0,859002.0
3,24,13.0,1,52632.0,935961.0,431977.0,503984.0,3576000.0
1,17,106.0,0,41659.0,1487643.0,236623.0,1251020.0,9445000.0
3,12,12.0,0,14869.0,315371.0,73602.0,241769.0,1616988.0
1,37,57.0,0,64767.0,3203376.0,961142.0,2242234.0,17936003.0
4,18,26.0,1,18696.0,272214.0,110119.0,162095.0,1085995.0
4,69,80.0,0,71210.0,1402125.0,551878.0,850247.0,6594000.0
1,7,99.0,0,11915.0,642695.0,99133.0,543562.0,4415001.0
1,20,113.0,0,17225.0,711909.0,108001.0,603908.0,4598995.0
3,8,10.0,1,8340.0,180478.0,56545.0,123933.0,937000.0
4,69,13.0,0,87491.0,2431375.0,486450.0,1944925.0,15704000.0
4,16,27.0,0,13000.0,194870.0,101010.0,93860.0,635001.0
3,10,6.0,0,19639.0,416543.0,97213.0,319330.0,2335004.0
1,26,6.0,0,28300.0,644391.0,208854.0,435537.0,3249001.0
1,79,105.0,0,97500.0,5354700.0,1468350.0,3886350.0,31088001.0
3,12,12.0,0,11495.0,342896.0,94029.0,248867.0,2003000.0
4,13,7.0,0,11100.0,341991.0,89466.0,252525.0,2051004.0
3,36,114.0,0,24880.0,293833.0,119673.0,174160.0,1083000.0
4,24,8.0,0,29971.0,789436.0,309301.0,480135.0,3657006.0
4,6,7.0,1,5691.0,161852.0,42056.0,119796.0,959000.0
3,13,32.0,0,18432.0,394998.0,194273.0,200724.0,1564000.0
4,7,12.0,0,8876.0,283588.0,115654.0,167934.0,1351996.0
4,83,50.0,0,77620.0,1162748.0,523159.0,639589.0,4288995.0
3,57,7.0,0,64136.0,2383935.0,834409.0,1549526.0,12527000.0
3,10,16.0,0,9150.0,373137.0,134322.0,238815.0,1931000.0
3,8,14.0,0,8882.0,268503.0,94682.0,173821.0,1398000.0
1,5,117.0,1,8320.0,189779.0,75878.0,113901.0,904998.0
1,35,101.0,0,30441.0,574422.0,211565.0,362857.0,2792000.0
3,24,10.0,0,33600.0,751296.0,193200.0,558096.0,4382008.0
3,21,94.0,1,22992.0,324640.0,137831.0,186809.0,1239997.0
1,18,119.0,1,7994.0,458216.0,99046.0,359170.0,2916988.0
4,39,7.0,0,42089.0,1073270.0,354389.0,718880.0,5762000.0
1,26,118.0,0,21586.0,992956.0,353795.0,639161.0,5145000.0
3,38,10.0,0,49466.0,885441.0,430849.0,454592.0,3464003.0
3,11,2.0,0,15324.0,451445.0,123052.0,328393.0,2660000.0
3,14,14.0,0,17940.0,469490.0,99208.0,370282.0,2966002.0
3,24,19.0,1,36094.0,947828.0,417969.0,529859.0,4265000.0
4,20,70.0,1,22736.0,527020.0,237136.0,289884.0,2301000.0
3,32,10.0,0,31920.0,605203.0,305155.0,300048.0,2295000.0
1,4,8.0,0,17185.0,821615.0,216187.0,605428.0,4843999.0
3,41,15.0,0,41737.0,1990438.0,807611.0,1182827.0,9531000.0
1,44,87.0,0,42503.0,1098278.0,417379.0,680899.0,5140990.0
3,19,9.0,1,14940.0,350492.0,136103.0,214389.0,1726008.0
1,26,119.0,0,24989.0,1157990.0,368838.0,789152.0,6409007.0
1,19,14.0,0,27715.0,1165416.0,595318.0,570098.0,4644000.0
3,10,12.0,0,13046.0,435736.0,187210.0,248526.0,2005000.0
1,12,14.0,1,14376.0,630388.0,194220.0,436168.0,3321000.0
3,33,9.0,0,45907.0,661061.0,235503.0,425558.0,2941000.0
1,16,86.0,0,37785.0,1988625.0,755700.0,1232925.0,9866000.0
1,70,62.0,0,90566.0,3004980.0,1021584.0,1983396.0,14975002.0
3,16,13.0,1,8496.0,234575.0,80117.0,154458.0,1244998.0
1,17,15.0,0,19333.0,938230.0,267375.0,670855.0,5402000.0
3,17,7.0,0,13161.0,379432.0,113843.0,265589.0,2128000.0
1,17,98.0,0,22039.0,770483.0,172786.0,597697.0,4784000.0
1,21,94.0,0,24795.0,375148.0,210262.0,164886.0,1118001.0
3,12,116.0,1,14336.0,560394.0,214036.0,346358.0,2824000.0
1,21,98.0,0,20038.0,847808.0,250074.0,597734.0,4810999.0
1,24,111.0,0,21645.0,822077.0,259524.0,562553.0,4521001.0
1,55,9.0,0,43516.0,1281111.0,532636.0,748475.0,5896000.0
1,53,112.0,0,58230.0,649265.0,331329.0,317936.0,1916999.0
1,12,10.0,0,11743.0,529727.0,183073.0,346654.0,2815000.0
3,16,7.0,0,20661.0,480440.0,166987.0,313453.0,2351002.0
3,14,8.0,0,17666.0,388475.0,151044.0,237431.0,1874000.0
1,57,72.0,0,87546.0,2559845.0,726632.0,1833213.0,13977995.0
3,17,17.0,0,23760.0,786694.0,251856.0,534838.0,4354000.0
3,12,16.0,0,17354.0,417017.0,142823.0,274194.0,2206999.0
3,18,15.0,0,24200.0,649770.0,191664.0,458106.0,3682000.0
4,36,15.0,0,33762.0,1051011.0,299131.0,751880.0,6049000.0
2,23,14.0,0,40468.0,927931.0,335480.0,592451.0,4648997.0
3,20,8.0,0,25780.0,617689.0,227122.0,390567.0,3101000.0
1,61,8.0,0,60962.0,2200728.0,638272.0,1562456.0,11796998.0
4,18,14.0,0,20448.0,402781.0,108506.0,294275.0,2138994.0
3,14,121.0,1,17580.0,374630.0,183535.0,191095.0,1500000.0
3,14,95.0,0,23760.0,468785.0,177250.0,291535.0,2169998.0
1,75,38.0,0,61175.0,3087502.0,728594.0,2358908.0,19158000.0
4,12,10.0,0,8686.0,327983.0,84080.0,243903.0,1988000.0
1,94,87.0,0,125900.0,5419995.0,1918716.0,3501279.0,28008003.0
1,20,105.0,0,53943.0,1820037.0,587979.0,1232058.0,9761000.0
4,20,13.0,0,14250.0,341573.0,99465.0,242108.0,1936996.0
1,32,7.0,0,57450.0,1281135.0,429152.0,851983.0,6331996.0
2,36,28.0,1,43316.0,714714.0,362555.0,352159.0,2580004.0
1,18,107.0,0,45148.0,1960778.0,465927.0,1494851.0,12032001.0
1,31,120.0,0,49780.0,1509330.0,381813.0,1127517.0,9157000.0
4,17,26.0,1,17400.0,299280.0,153642.0,145638.0,1022998.0
1,11,97.0,0,18315.0,585897.0,199267.0,386630.0,2988000.0
2,15,29.0,0,10108.0,220759.0,108156.0,112603.0,887003.0
4,19,19.0,0,16164.0,370156.0,164550.0,205606.0,1621001.0
4,12,12.0,1,10000.0,293100.0,75800.0,217300.0,1749000.0
2,38,29.0,1,46023.0,696788.0,362201.0,334587.0,2421004.0
3,26,94.0,1,25868.0,435617.0,210824.0,224793.0,1657004.0
4,78,13.0,1,98222.0,2126506.0,1075531.0,1050975.0,8205000.0
1,12,108.0,0,9445.0,465450.0,178416.0,287034.0,2310000.0
1,32,110.0,0,12888.0,657932.0,203373.0,454560.0,3651000.0
3,24,3.0,0,24753.0,556695.0,279956.0,276739.0,2213000.0
4,20,13.0,0,16385.0,441248.0,129114.0,312134.0,2508998.0
1,71,30.0,0,77154.0,4413980.0,1715133.0,2698847.0,21722999.0
3,18,14.0,0,47439.0,1008079.0,301238.0,706841.0,5546000.0
3,40,6.0,0,40773.0,914538.0,303759.0,610779.0,4548002.0
4,24,34.0,0,19448.0,379042.0,132830.0,246212.0,1891000.0
4,32,33.0,0,38680.0,1017284.0,569756.0,447528.0,3560000.0
